siblings,height07,height16,height33,gwage33,momed,daded,LogWage33,female
4,49.015743,68.503929,68.897636,6.3157897,9.5,9.5,1.8430527,0
6,52.007839,,71.259842,7.8947368,,,2.0661962,0
,47.007847,,70.078743,3.4000001,,,1.2237755,0
4,,,69.685036,4.8333335,9.5,9.5,1.5755364,0
6,44.999985,,69.291336,5.5,10.5,9.5,1.704748,0
4,44.015713,,67.322838,4.9263158,,,1.5945914,0
6,45.984222,62.20472,68.110237,6.6666665,11.5,10.5,1.89712,0
3,47.992119,,64.960632,8,,,2.0794415,0
3,52.007839,70.078728,71.259842,10.588235,10.5,10.5,2.3597434,0
,,,68.110237,6.5945945,,,1.8862503,0
3,49.015743,,70.866142,11.5,11.5,9.5,2.442347,0
3,,68.897636,70.866142,15.2,,,2.7212954,0
4,47.007847,,68.503937,10.5,9.5,9.5,2.3513753,0
6,50.984219,70.078728,71.259842,3.8636363,11.5,8.5,1.3516088,0
2,49.015743,66.535416,68.897636,9.7297297,,,2.2751861,0
4,49.015743,68.897636,71.259842,4.2545457,9.5,9.5,1.447988,0
3,49.999981,,68.897636,5.5,9.5,9.5,1.704748,0
5,47.007847,,67.716537,8.5714283,10.5,10.5,2.1484344,0
3,49.015743,62.992104,67.322838,2.4742267,9.5,9.5,.9059279,0
5,47.992119,,65.748032,3.875,,,1.3545457,1
9,47.007847,,63.779526,4.25,9.5,9.5,1.446919,1
6,50.984219,,72.047241,5.25,,,1.658228,0
5,,68.503929,71.259842,11.315789,,9.5,2.426199,0
5,49.015743,67.3228,70.078743,5.75,,,1.7491999,0
,45.984222,64.173195,66.929131,9,13.5,19,2.1972246,0
2,49.999981,66.929123,67.322838,4.5599999,9.5,9.5,1.5173227,1
5,,,69.291336,6.1052632,,,1.8091512,0
3,49.999981,66.141708,66.141731,1.6666666,9.5,9.5,.51082557,1
4,47.992119,66.141708,71.259842,5,9.5,9.5,1.6094379,0
7,,64.173195,64.566933,5.2275,12.5,9.5,1.6539332,1
5,44.999985,61.811012,65.748032,8,10.5,9.5,2.0794415,1
,47.992119,68.503929,70.866142,7.8958335,10.5,10.5,2.0663352,0
4,47.992119,66.535416,72.440948,4.3265305,11.5,9.5,1.4647659,0
,45.984222,61.811012,63.385826,4.352941,9.5,11.5,1.4708517,1
3,49.999981,71.259819,73.622047,10.5,10.5,10.5,2.3513753,0
4,47.992119,66.929123,67.716537,7.7291894,11.5,11.5,2.0450039,1
4,49.999981,67.3228,69.685036,13.090909,9.5,11.5,2.571918,0
,52.992115,68.110222,68.897636,9.9916668,,,2.3017514,1
3,52.007839,70.472443,70.866142,8.5019999,9.5,9.5,2.1403015,0
4,47.992119,62.992104,71.653542,2.1381817,10.5,9.5,.75995576,0
5,42.992088,59.842499,60.236221,4.0888891,9.5,9.5,1.4082733,1
,52.007839,72.834625,73.622047,4.375,12.5,9.5,1.4759065,0
5,49.999981,66.929123,70.472443,61.276596,10.5,9.5,4.1153979,0
4,,67.3228,72.047241,12.444445,17,17,2.5212743,0
3,49.999981,66.929123,67.716537,15.777778,9.5,9.5,2.7586024,0
2,52.007839,72.047241,76.377953,12.3375,9.5,11.5,2.5126433,0
5,47.992119,63.385815,64.173225,7.7115793,10.5,10.5,2.0427229,1
4,49.999981,63.779522,64.173225,12.20625,11.5,11.5,2.5019481,1
3,47.992119,62.992104,63.779526,4.2857141,9.5,9.5,1.4552872,1
4,47.992119,68.110222,70.472443,8.625,10.5,9.5,2.154665,0
4,,59.842499,59.842518,3.7179487,9.5,9.5,1.3131721,1
2,49.999981,66.929123,67.322838,7.8378377,9.5,9.5,2.0589631,0
4,52.007839,63.779522,63.779526,10.352,12.5,9.5,2.3371797,1
3,50.984219,68.110222,70.866142,4.6857142,9.5,9.5,1.5445184,0
3,49.999981,68.897636,71.653542,6.7567568,10.5,11.5,1.910543,0
3,49.015743,65.747993,65.748032,7.04,10.5,9.5,1.9516082,1
5,47.992119,66.141708,67.716537,4.5897436,9.5,9.5,1.5238242,0
4,52.007839,67.3228,68.897636,7.9800005,10.5,9.5,2.0769384,0
3,,66.929123,69.685036,117.33334,11.5,11.5,4.7650189,0
3,45.984222,65.354324,67.716537,4.7619047,9.5,9.5,1.5606477,0
,49.015743,,70.472443,5.75,10.5,10.5,1.7491999,0
4,,64.960617,64.960632,3.5135136,9.5,10.5,1.2566166,1
,,62.20472,64.173225,3.925,9.5,9.5,1.3673663,1
7,47.992119,68.110222,70.078743,5.875,10.5,9.5,1.7707061,0
6,42.992088,72.44091,73.622047,8.5294113,11.5,,2.1435204,0
4,50.984219,73.62204,74.015747,7.1794872,10.5,9.5,1.971228,0
5,49.999981,68.897636,71.259842,8.5,9.5,9.5,2.1400661,0
6,47.007847,66.929123,68.110237,6.2399998,12.5,9.5,1.8309802,0
6,49.999981,70.866112,70.866142,8.2434149,11.5,9.5,2.1094146,0
3,47.992119,64.566902,65.748032,8.8980007,12.5,9.5,2.1858265,1
,47.992119,,68.897636,8.0555553,10.5,9.5,2.0863619,0
7,49.015743,,72.834648,7.1428571,,,1.9661129,0
4,47.007847,64.173195,67.322838,13.333333,9.5,10.5,2.5902672,0
3,49.999981,70.472443,72.440948,4.7619047,10.5,11.5,1.5606477,0
6,47.007847,,68.503937,1.15,,,.13976192,0
9,47.992119,,70.078743,10,,,2.3025851,0
3,47.992119,66.535416,68.897636,5.478857,9.5,9.5,1.7008965,0
5,49.999981,69.68502,70.078743,10.8,10.5,10.5,2.3795462,0
5,47.007847,61.811012,62.598427,17.142857,9.5,9.5,2.8415816,1
,49.015743,,74.015747,7.0270271,,,1.9497638,0
3,49.015743,68.897636,70.078743,6.7163634,9.5,10.5,1.9045469,0
3,49.015743,69.68502,70.866142,5.8514285,10.5,9.5,1.7666858,0
4,47.992119,60.629921,62.598427,5.7142859,11.5,17,1.7429693,1
4,45.984222,57.873989,65.748032,7.0511999,10.5,11.5,1.9531978,0
3,49.015743,,65.748032,8.9189186,9.5,11.5,2.1881747,1
5,,60.23621,62.204723,4.0333333,9.5,9.5,1.3945931,1
4,49.015743,,70.078743,5.7142859,,,1.7429693,0
7,47.992119,64.566902,66.141731,7.1999998,17,19,1.974081,1
6,49.015743,64.566902,65.748032,9.7297297,9.5,9.5,2.2751861,1
3,45.984222,61.811012,68.897636,8.4210529,10.5,9.5,2.1307349,0
6,49.015743,71.653534,72.834648,3.8666666,9.5,9.5,1.3523928,0
3,49.015743,,68.503937,12.432432,,,2.5203085,0
,,65.747993,66.929131,3.974359,10.5,9.5,1.3798635,0
3,47.007847,61.023594,67.716537,8.727273,11.5,13.5,2.1664529,0
,45.984222,66.141708,67.322838,5.8333335,,,1.7635887,0
3,50.984219,68.897636,75.196854,7.8461537,10.5,9.5,2.0600235,0
5,47.992119,,68.110237,8.333333,9.5,9.5,2.1202636,0
,49.015743,65.354324,66.929131,9,9.5,9.5,2.1972246,0
7,44.999985,61.023594,63.779526,6.9565215,10.5,9.5,1.9396796,0
,47.992119,,74.409447,5.3333335,9.5,9.5,1.6739764,0
,,,66.535431,7.5227027,,,2.0179255,1
,52.992115,70.866112,73.228348,7.5,10.5,9.5,2.0149031,0
3,47.007847,66.141708,68.503937,106.66666,9.5,9.5,4.6697087,0
6,44.999985,60.629921,61.811024,3.3333333,10.5,9.5,1.2039728,1
6,44.999985,,64.566933,5.319149,9.5,9.5,1.6713133,0
,47.992119,,68.110237,6.0784316,9.5,9.5,1.8047467,0
3,49.015743,64.960617,66.141731,2.8571429,9.5,9.5,1.0498221,1
,45.984222,,64.960632,5,10.5,10.5,1.6094379,0
4,49.999981,,66.535431,6.9714284,10.5,10.5,1.9418201,1
2,,,70.078743,8.5714283,10.5,9.5,2.1484344,0
,50.984219,67.716507,68.503937,5.7142859,10.5,9.5,1.7429693,0
4,,62.598392,67.716537,5.8974357,13.5,13.5,1.7745177,0
,45.984222,,68.110237,5.5,,,1.704748,0
2,47.007847,,64.173225,5.9459457,9.5,9.5,1.7827096,1
,49.015743,63.779522,63.779526,7.5085711,11.5,10.5,2.0160451,1
6,49.015743,64.960617,70.078743,5.090909,10.5,10.5,1.6274564,0
2,49.015743,70.472443,71.259842,9.375,15,17,2.2380466,0
7,,66.929123,70.078743,11.891891,9.5,8.5,2.4758568,0
3,47.992119,,64.960632,3.9772727,9.5,9.5,1.3805964,1
,,,68.897636,5.1063828,,,1.6304913,0
6,47.992119,61.417301,62.598427,4.6153846,10.5,10.5,1.5293952,1
,49.999981,,72.047241,12.378378,9.5,11.5,2.5159512,0
2,49.015743,66.141708,70.472443,8.8095236,,,2.1758335,0
4,49.999981,,68.503937,5.7777777,10.5,12.5,1.7540191,0
6,49.015743,64.566902,65.748032,4.3636365,,,1.4733058,1
,47.992119,64.566902,66.141731,8.0555553,,,2.0863619,0
5,49.015743,,65.354332,5.5897436,,,1.7209334,1
4,47.007847,,70.078743,5.5999999,9.5,8.5,1.7227666,0
2,47.992119,,68.503937,8,,,2.0794415,0
6,,,74.015747,7.6199999,9.5,9.5,2.0307763,0
4,47.992119,,70.078743,8.0769234,,,2.089011,0
,44.015713,59.842499,60.629921,2.9487178,9.5,9.5,1.0813705,1
5,45.984222,62.20472,66.929131,2.8205128,9.5,9.5,1.0369188,0
3,47.007847,66.141708,67.322838,4.1999998,9.5,9.5,1.4350845,0
4,49.015743,65.354324,69.291336,6.6666665,,,1.89712,0
2,,69.291313,70.472443,5.0769229,,,1.6247053,0
4,45.984222,64.566902,66.141731,5.2325583,9.5,9.5,1.6549003,0
5,47.007847,,68.110237,8.75,9.5,9.5,2.1690538,0
3,49.999981,,72.834648,10,12.5,9.5,2.3025851,0
3,52.007839,66.141708,66.141731,16.368,10.5,9.5,2.7953281,1
3,52.007839,72.047241,72.047241,5.15625,10.5,9.5,1.6402096,0
3,52.992115,71.259819,74.015747,15.263158,9.5,9.5,2.7254419,0
2,49.015743,,65.354332,7.7897148,,,2.0528042,1
4,47.992119,66.535416,67.322838,5.8690906,9.5,9.5,1.7696997,0
4,50.984219,,72.834648,6.4000001,,,1.856298,0
3,,64.173195,64.960632,8.1000004,9.5,9.5,2.0918641,0
,49.999981,69.291313,72.834648,6.4285712,,,1.8607523,0
3,47.992119,,67.716537,3.3499999,,,1.2089603,0
4,49.999981,70.866112,72.047241,12.162162,9.5,9.5,2.4983296,0
,,66.535416,72.047241,8.5,10.5,17,2.1400661,0
4,52.007839,66.141708,68.110237,5.8666668,9.5,9.5,1.7692866,0
,,64.960617,67.322838,64.102562,9.5,9.5,4.1604843,0
3,47.992119,,71.653542,10.256411,,,2.327903,0
6,49.999981,68.503929,70.866142,11,11.5,11.5,2.3978953,0
3,47.007847,61.023594,61.811024,5.189189,9.5,9.5,1.6465774,1
3,44.999985,63.385815,69.291336,6.3829789,10.5,10.5,1.853635,0
3,52.992115,66.535416,67.716537,3.6363637,9.5,9.5,1.2909842,1
,47.992119,64.960617,66.535431,3.59375,10.5,9.5,1.2791963,1
4,,65.747993,67.716537,8.5263157,9.5,12.5,2.1431572,1
5,,61.417301,64.173225,8.8888893,10.5,10.5,2.1848021,1
4,47.007847,,68.897636,6.6666665,9.5,10.5,1.89712,0
,,62.20472,62.204723,6.7297297,10.5,12.5,1.906535,1
3,49.999981,67.3228,70.078743,8.8888893,9.5,9.5,2.1848021,0
4,,69.68502,71.653542,17.280001,11.5,12.5,2.8495498,0
4,47.992119,,67.322838,5.2999997,,,1.6677067,0
,54.015739,69.68502,71.259842,11.675675,9.5,9.5,2.4575076,0
3,44.015713,62.20472,62.992126,7.1428571,11.5,6,1.9661129,1
2,52.007839,69.68502,72.047241,6.2526317,10.5,10.5,1.8330024,0
3,49.999981,67.3228,70.866142,9.7297297,9.5,9.5,2.2751861,0
3,49.999981,,68.897636,9.2307692,,,2.2225423,0
5,45.984222,64.173195,67.716537,12,10.5,10.5,2.4849067,0
3,49.015743,66.929123,72.047241,9.5,9.5,9.5,2.2512918,0
4,50.984219,,71.259842,5.5999999,10.5,13.5,1.7227666,0
5,47.007847,,69.685036,11.636757,,,2.4541688,0
6,47.007847,,66.535431,3,,,1.0986123,0
3,49.015743,66.141708,68.110237,7,10.5,11.5,1.9459101,0
4,47.992119,67.716507,68.897636,17.777779,11.5,11.5,2.8779492,0
6,47.992119,66.535416,67.322838,8,,,2.0794415,0
,50.984219,,72.834648,8.6486483,,,2.157403,0
3,49.015743,67.3228,70.078743,12.5,10.5,11.5,2.5257287,0
3,52.007839,68.110222,68.503937,7.8222222,15,15,2.0569687,0
3,49.015743,66.929123,70.472443,6.4864864,9.5,9.5,1.8697211,0
2,47.007847,64.566902,65.354332,12.5,11.5,9.5,2.5257287,0
3,50.984219,,73.622047,5.0307693,,,1.6155729,0
4,44.015713,,60.236221,3.4210527,,,1.2299483,1
,,,72.834648,8.8285713,12.5,11.5,2.1779933,0
6,47.992119,,68.503937,5.2727275,,,1.6625478,0
5,47.992119,65.747993,68.110237,6.9444447,9.5,9.5,1.937942,0
6,,63.385815,64.566933,5.6999998,10.5,15,1.7404661,1
2,49.999981,,70.472443,5.8974357,,,1.7745177,0
3,52.007839,74.409424,74.803146,6.875,10.5,9.5,1.9278916,0
6,49.999981,68.897636,69.685036,4.6153846,9.5,9.5,1.5293952,0
3,47.007847,,64.960632,7.5428572,,,2.020601,1
4,47.992119,68.503929,70.078743,7.5714288,10.5,10.5,2.0243819,0
5,49.015743,69.291313,72.440948,7.4832001,,,2.0126605,0
,47.992119,,60.236221,5.4054055,,,1.6873995,1
2,49.015743,,70.078743,5.978261,,,1.7881297,0
4,,67.716507,69.291336,7.647059,8.5,9.5,2.0343211,0
4,47.992119,,69.291336,5.4545455,,,1.6964493,0
6,45.984222,67.716507,69.291336,11.25,9.5,9.5,2.4203682,0
3,52.992115,75.590515,75.590553,5.5555553,10.5,10.5,1.7147983,0
5,49.999981,63.779522,63.779526,4.9974356,9.5,9.5,1.6089249,1
3,49.999981,70.866112,71.259842,8.086957,10.5,9.5,2.0902524,0
3,50.984219,,70.078743,8.9266663,9.5,9.5,2.189043,1
5,47.992119,,68.110237,9.0666666,15,17,2.2046046,0
7,45.984222,,68.110237,8.7567568,,,2.1698256,0
3,44.999985,64.960617,67.716537,5.46875,13.5,9.5,1.6990501,0
,49.015743,,71.653542,5.4054055,,,1.6873995,0
3,50.984219,71.653534,73.228348,7.1111112,10.5,9.5,1.9616585,0
3,45.984222,64.173195,65.748032,54.339622,9.5,9.5,3.9952536,0
2,49.015743,68.897636,69.291336,4.6153846,10.5,9.5,1.5293952,0
4,50.984219,70.078728,71.653542,6.7636366,8.5,10.5,1.9115607,0
5,42.992088,,57.874016,9.4594593,9.5,9.5,2.2470152,1
4,50.984219,71.259819,72.834648,8.5333338,11.5,10.5,2.14398,0
4,,,70.866142,6.25,,,1.8325815,0
4,44.999985,59.055119,60.236221,9.2105265,9.5,9.5,2.2203469,1
,45.984222,,62.598427,5.5821619,,,1.7195761,1
3,42.007851,,63.385826,5.8928571,,,1.773741,0
3,52.992115,70.472443,72.834648,9.3999996,11.5,9.5,2.2407095,0
,49.015743,65.354324,65.748032,5.6857142,9.5,12.5,1.7379568,1
4,47.007847,,70.078743,11.184211,10.5,9.5,2.4145031,0
4,47.007847,65.354324,70.078743,6.25,10.5,10.5,1.8325815,0
,,64.960617,65.354332,6.0713515,10.5,11.5,1.8035812,1
3,47.992119,69.68502,70.472443,3.3333333,9.5,9.5,1.2039728,0
5,52.007839,64.960617,65.354332,5.8974357,10.5,13.5,1.7745177,1
3,47.992119,62.20472,62.204723,6.1090908,10.5,10.5,1.809778,1
4,50.984219,70.472443,76.771652,9.8000002,11.5,11.5,2.2823825,0
6,49.015743,68.897636,71.653542,8.9743586,11.5,11.5,2.1943715,0
2,49.999981,,70.472443,3.5102041,9.5,11.5,1.2556741,0
4,49.015743,68.110222,69.291336,6.4000001,9.5,9.5,1.856298,0
5,50.984219,,70.472443,11.403244,11.5,10.5,2.433898,0
3,49.015743,62.598392,63.385826,8.25,9.5,9.5,2.1102133,1
5,47.992119,64.173195,64.173225,6.3157897,9.5,9.5,1.8430527,1
3,47.992119,67.3228,70.078743,11.2,10.5,10.5,2.4159138,0
,,64.960617,64.960632,9.6000004,10.5,10.5,2.2617631,0
4,49.015743,70.472443,73.622047,2.6190476,13.5,11.5,.96281075,0
7,,63.385815,64.960632,7.5149999,10.5,9.5,2.016901,1
4,49.015743,,70.472443,7.6410255,,,2.0335319,0
6,47.007847,,68.110237,11.200001,,,2.4159138,0
5,54.015739,74.015717,75.984253,6.8000002,10.5,11.5,1.9169227,0
3,49.999981,,72.047241,7.6738462,9.5,9.5,2.037818,0
3,,66.141708,68.110237,8.7179489,10.5,10.5,2.1653841,0
6,47.992119,67.3228,68.110237,5.625,,,1.7272209,0
5,49.999981,,73.228348,13.6,8.5,9.5,2.6100698,0
3,50.984219,64.173195,70.078743,12.4,10.5,9.5,2.5176964,0
4,,64.173195,65.748032,5.2941175,12.5,15,1.6665963,1
7,49.015743,,67.716537,5.3023257,10.5,10.5,1.6681455,0
6,45.984222,,68.110237,5.5652175,10.5,10.5,1.716536,0
3,,62.20472,63.385826,6.4533334,9.5,9.5,1.8645968,1
3,47.007847,59.842499,60.236221,3.1818182,9.5,6,1.1574528,1
3,49.015743,,71.653542,9.7142859,,,2.2735975,0
3,49.015743,,62.204723,7.2666669,,,1.9832977,0
,45.984222,,69.291336,8.9743586,,,2.1943715,0
,49.015743,,69.685036,8.5028572,13.5,11.5,2.1404023,0
4,47.992119,64.173195,65.354332,10.4,11.5,13.5,2.3418057,1
2,44.999985,,68.897636,11.144444,,,2.4109411,0
3,47.007847,64.566902,68.897636,9,9.5,9.5,2.1972246,0
5,50.984219,65.354324,66.535431,6.7260003,,,1.9059807,1
3,45.984222,,62.204723,9.405405,10.5,10.5,2.2412846,1
2,44.015713,,68.897636,5.7065215,10.5,10.5,1.7416097,0
4,49.015743,,68.110237,10.2,10.5,10.5,2.3223877,0
,50.984219,70.866112,72.834648,5.4761906,9.5,9.5,1.7004097,0
,47.007847,,70.866142,5.609756,15,9.5,1.7245072,0
4,47.992119,68.897636,69.685036,14.358974,,,2.6643751,0
4,47.992119,63.779522,64.960632,11.75,10.5,12.5,2.4638534,1
6,47.992119,,66.929131,3.2973912,17,19,1.1931316,1
3,50.984219,,73.228348,10.526316,12.5,12.5,2.3538783,0
,,,68.897636,8.6999998,9.5,11.5,2.1633229,0
2,47.992119,66.929123,70.078743,9.3915787,9.5,9.5,2.2398133,0
4,49.999981,,66.141731,9.3243246,9.5,9.5,2.2326264,1
3,45.984222,,63.779526,5.909091,,,1.776492,0
4,47.007847,,67.716537,7.4659457,,,2.0103521,0
3,49.015743,,71.259842,8.3783779,10.5,10.5,2.1256542,0
,47.992119,,70.866142,7.5555553,11.5,19,2.0222831,0
,50.984219,,66.141731,9.7142859,,,2.2735975,1
,44.015713,60.23621,62.204723,6,,,1.7917595,1
6,49.015743,61.417301,62.598427,4.2480001,10.5,9.5,1.4464483,1
3,47.992119,66.929123,69.685036,3,10.5,,1.0986123,0
7,47.992119,62.992104,65.354332,2.6666667,10.5,9.5,.9808293,1
12,39.999992,59.842499,64.566933,8.2142859,9.5,9.5,2.1058748,0
4,44.015713,,61.023621,4.1666665,,,1.4271163,1
6,47.992119,67.716507,68.897636,5.3333335,6,9.5,1.6739764,0
9,44.999985,64.960617,71.259842,7.2916665,9.5,9.5,1.9867321,0
5,49.999981,66.929123,67.322838,85.333336,15,10.5,4.4465652,1
4,49.015743,66.141708,67.716537,4.6646152,12.5,,1.5400053,0
,47.992119,,67.716537,5.847826,9.5,9.5,1.76607,0
3,49.999981,69.291313,70.472443,7.6315789,11.5,9.5,2.0322948,0
4,50.984219,70.866112,71.653542,10.27027,11.5,13.5,2.3292534,0
3,49.015743,,69.685036,12,10.5,10.5,2.4849067,0
2,49.015743,,69.685036,6.1538463,10.5,10.5,1.8170773,0
,,67.3228,69.291336,9,9.5,9.5,2.1972246,0
3,,62.20472,63.779526,4.7485714,10.5,9.5,1.5578438,0
5,44.015713,,68.110237,4.0816326,10.5,10.5,1.406497,0
4,47.992119,65.747993,66.535431,6,9.5,9.5,1.7917595,1
3,49.015743,63.385815,63.779526,12.972973,10.5,9.5,2.5628681,1
10,44.999985,,69.291336,4.7272725,,,1.5533484,0
4,47.992119,,70.078743,5.8333335,,,1.7635887,0
,52.007839,,75.984253,9.5,9.5,10.5,2.2512918,0
,49.015743,,71.653542,5.5384617,11.5,9.5,1.7117168,0
,,,69.685036,4.2191782,,,1.4396404,0
2,49.015743,69.68502,71.259842,9.4594593,9.5,9.5,2.2470152,0
,44.999985,62.992104,64.566933,4.8000002,,,1.5686159,0
4,49.015743,66.929123,73.228348,5.5555553,10.5,9.5,1.7147983,0
6,44.999985,64.173195,68.897636,5.1315789,10.5,10.5,1.6354134,0
3,50.984219,66.141708,66.535431,5.1733336,9.5,9.5,1.6435173,1
3,,,70.472443,7.5,,,2.0149031,0
4,45.984222,64.173195,67.716537,6.6666665,11.5,9.5,1.89712,0
5,49.015743,63.385815,64.566933,6.5999999,9.5,9.5,1.8870696,1
7,49.999981,,64.566933,4.125,,,1.417066,1
4,,,67.322838,5.8461537,10.5,11.5,1.7657839,1
4,49.015743,70.866112,74.409447,4.8571429,10.5,10.5,1.5804504,0
3,47.007847,62.598392,68.897636,10,11.5,9.5,2.3025851,0
3,50.984219,74.015717,76.377953,11.631579,11.5,11.5,2.4537237,0
3,49.015743,66.535416,67.322838,3.1052632,9.5,9.5,1.1330985,0
5,49.999981,,75.984253,14.444445,15,13.5,2.6703098,0
3,47.992119,,68.897636,4,9.5,9.5,1.3862944,0
8,47.992119,64.960617,65.748032,3.5,,,1.2527629,1
3,49.015743,62.20472,62.598427,7.8769236,11.5,11.5,2.0639374,1
4,49.015743,,70.472443,5.1282053,11.5,9.5,1.6347557,0
4,44.999985,,65.748032,6.6666665,10.5,9.5,1.89712,0
3,49.999981,,68.897636,6.4516129,9.5,11.5,1.8643302,0
5,44.999985,,65.748032,4.6666665,9.5,11.5,1.540445,0
3,49.015743,67.716507,68.897636,4.7368422,11.5,9.5,1.5553707,0
7,45.984222,,65.748032,5.25,9.5,9.5,1.658228,0
4,50.984219,65.354324,66.535431,4.4286485,10.5,12.5,1.4880944,1
3,47.992119,68.503929,69.291336,4.1666665,10.5,9.5,1.4271163,0
,49.999981,,73.228348,11.702127,,,2.4597707,0
3,49.015743,,70.472443,10.971429,10.5,9.5,2.3952944,0
3,,62.20472,62.992126,10.313514,10.5,13.5,2.3334551,1
6,47.007847,67.3228,70.472443,6,10.5,9.5,1.7917595,0
3,50.984219,,68.503937,4.9412122,,,1.5976107,1
3,49.999981,66.535416,66.535431,8.5,,,2.1400661,0
6,47.007847,,68.503937,9.1836739,,,2.2174273,0
4,47.992119,62.598392,64.173225,6.4444447,10.5,11.5,1.8632184,1
3,49.015743,64.960617,68.110237,7.3076925,8.5,,1.9889276,0
3,47.007847,62.992104,68.897636,16.216217,9.5,13.5,2.7860117,0
6,49.015743,64.173195,66.141731,13.333333,10.5,10.5,2.5902672,1
4,45.984222,,61.811024,4.8648648,,,1.5820389,1
3,52.007839,72.44091,73.622047,4.1142859,17,19,1.4144653,0
3,45.984222,,64.173225,3.75,10.5,10.5,1.3217559,1
5,44.999985,,66.929131,7.2972975,,,1.9875041,0
3,49.015743,66.141708,67.716537,8,13.5,10.5,2.0794415,1
3,49.999981,,64.960632,5.934,10.5,9.5,1.7806985,1
3,47.992119,66.929123,67.716537,7.6215787,9.5,10.5,2.0309834,0
4,49.015743,,65.354332,7.5675673,9.5,11.5,2.0238717,1
,,,68.897636,3.9749999,,,1.3800247,0
5,50.984219,73.62204,75.984253,18.90909,19,19,2.9396427,0
5,47.007847,65.747993,66.929131,4.7619047,10.5,9.5,1.5606477,0
4,52.007839,69.68502,71.259842,63.157894,10.5,9.5,4.145638,0
2,50.984219,,68.110237,3.75,10.5,9.5,1.3217559,1
6,49.015743,,66.929131,6.4666667,,,1.8666608,0
4,49.015743,64.960617,64.960632,7.1999998,9.5,12.5,1.974081,1
8,47.992119,,68.897636,11.2,10.5,9.5,2.4159138,0
7,49.015743,64.566902,70.866142,7.826087,9.5,9.5,2.0574627,0
1,45.984222,64.960617,67.322838,5.7272725,9.5,9.5,1.7452394,0
3,47.007847,,70.866142,5,9.5,9.5,1.6094379,0
6,44.999985,,61.023621,4.4131708,10.5,,1.4845934,1
6,,70.472443,73.228348,8.5714283,9.5,11.5,2.1484344,0
3,47.007847,,68.897636,50,9.5,9.5,3.9120231,0
3,49.999981,,66.141731,5.4032431,9.5,9.5,1.6869993,1
2,47.992119,,70.472443,13.2,,,2.5802169,0
3,47.992119,,61.023621,5.1247063,9.5,9.5,1.6340733,1
3,47.007847,,65.354332,4.2162161,9.5,9.5,1.438938,1
,45.984222,,67.716537,6,9.5,9.5,1.7917595,0
3,49.999981,68.897636,70.472443,8.8888893,10.5,12.5,2.1848021,0
,52.007839,70.866112,72.440948,11.2,11.5,10.5,2.4159138,0
4,,,66.535431,6.1666665,,,1.8191584,0
4,,65.354324,68.110237,8.3999996,13.5,12.5,2.1282318,0
4,50.984219,68.110222,69.685036,9.3818178,9.5,9.5,2.2387736,0
3,50.984219,69.291313,70.472443,11,9.5,9.5,2.3978953,0
3,47.007847,59.448792,60.236221,6.0137143,11.5,9.5,1.7940426,1
4,45.984222,,66.141731,4.6511626,12.5,,1.5371172,0
2,,70.866112,72.047241,15.131579,11.5,11.5,2.716784,0
3,47.992119,66.929123,68.503937,7.9487181,13.5,9.5,2.0730107,0
3,49.015743,68.110222,69.685036,14.285714,11.5,12.5,2.65926,0
,47.992119,66.141708,67.322838,6.0540543,10.5,10.5,1.8007282,0
3,,70.866112,71.259842,10.666667,11.5,15,2.3671236,0
4,50.984219,67.3228,71.653542,3.5,,,1.2527629,0
4,,65.747993,70.078743,9.0666666,11.5,9.5,2.2046046,0
9,,,63.385826,6.8172975,,,1.9194632,1
3,52.992115,72.834625,75.984253,11.4,17,19,2.4336133,0
8,,60.629921,60.629921,6,12.5,19,1.7917595,1
5,49.015743,,64.173225,11,,,2.3978953,1
5,45.984222,,65.354332,5.3052635,,,1.6686995,1
,,66.535416,70.866142,8.5,,,2.1400661,0
3,49.999981,67.3228,69.291336,8.4324322,11.5,10.5,2.1320853,0
3,49.999981,70.078728,71.259842,15,10.5,10.5,2.7080503,0
2,47.992119,,68.110237,4.8717947,,,1.5834624,0
3,50.984219,70.866112,74.015747,7.5,10.5,10.5,2.0149031,0
,52.007839,72.44091,73.228348,5.4000001,10.5,17,1.686399,0
3,,73.62204,74.015747,8.333333,10.5,11.5,2.1202636,0
2,47.992119,67.3228,68.503937,4.4444447,10.5,9.5,1.4916549,0
4,,,63.779526,4.5668569,,,1.5188252,1
1,,,66.535431,4.3636365,,,1.4733058,0
2,45.984222,,63.779526,3,9.5,19,1.0986123,1
3,,66.929123,69.685036,13.866667,11.5,9.5,2.629488,0
4,44.999985,,66.535431,5.3333335,,,1.6739764,0
,47.992119,,70.078743,8.75,,,2.1690538,0
2,47.007847,67.716507,68.110237,28.001999,,,3.3322759,0
6,45.984222,,68.110237,5.2272725,,,1.6538897,0
3,47.992119,62.20472,63.779526,11.388889,11.5,,2.4326382,1
5,47.007847,64.960617,67.322838,4.390244,10.5,9.5,1.4793848,0
3,49.999981,68.897636,70.078743,132.63158,11.5,9.5,4.8875751,0
4,49.999981,67.716507,71.259842,7.5744681,9.5,11.5,2.0247831,0
3,44.999985,59.842499,60.236221,14.857142,9.5,11.5,2.6984806,1
,49.999981,,70.472443,4,9.5,9.5,1.3862944,0
2,,67.3228,67.716537,7.0702705,9.5,11.5,1.9558988,0
2,50.984219,70.866112,72.047241,8.5405407,9.5,9.5,2.1448243,0
